Rank,Platform,Year,Genre,NA_Sales,EU_Sales,JP_Sales,Other_Sales,Global_Sales
8438,XB,2004.0,Adventure,0.12,0.04,0.0,0.01,0.17
8431,XB,2006.0,Shooter,0.12,0.04,0.0,0.01,0.17
8367,X360,2009.0,Action,0.12,0.03,0.0,0.01,0.17
4526,PS3,2010.0,Role-Playing,0.12,0.07,0.21,0.03,0.43
6066,PS3,2009.0,Misc,0.12,0.12,0.0,0.05,0.29
7362,X360,2009.0,Shooter,0.12,0.07,0.0,0.02,0.21
2052,PS,1997.0,Simulation,0.12,0.08,0.74,0.07,1.01
4319,PS4,2014.0,Adventure,0.12,0.25,0.01,0.08,0.45
9292,X360,2009.0,Misc,0.12,0.0,0.0,0.01,0.14
7654,PS3,2010.0,Simulation,0.12,0.05,0.0,0.02,0.2
6699,PS2,2005.0,Platform,0.12,0.1,0.0,0.03,0.25
6779,PS2,,Misc,0.12,0.09,0.0,0.03,0.24
6835,PS2,2005.0,Misc,0.12,0.09,0.0,0.03,0.24
6367,X360,2013.0,Action,0.12,0.11,0.02,0.02,0.27
8777,X360,2006.0,Shooter,0.12,0.01,0.02,0.01,0.15
8807,PS3,2007.0,Action,0.12,0.02,0.0,0.02,0.15
8790,X360,2010.0,Action,0.12,0.02,0.0,0.01,0.15
4040,PS2,2005.0,Role-Playing,0.12,0.1,0.24,0.03,0.49
6626,PS3,2009.0,Shooter,0.12,0.1,0.0,0.04,0.25
6624,PS2,2000.0,Sports,0.12,0.1,0.0,0.03,0.25
7243,PS,1998.0,Sports,0.12,0.08,0.0,0.01,0.22
7237,PS,1996.0,Sports,0.12,0.08,0.0,0.01,0.22
7208,PS,1999.0,Sports,0.12,0.08,0.0,0.01,0.22
8823,PS3,2007.0,Sports,0.12,0.02,0.0,0.02,0.15
7453,PS,2000.0,Fighting,0.12,0.08,0.0,0.01,0.21
7448,PS,1999.0,Racing,0.12,0.08,0.0,0.01,0.21
5950,X360,2008.0,Sports,0.12,0.14,0.0,0.03,0.3
5530,PS3,2009.0,Racing,0.12,0.15,0.0,0.06,0.33
6672,PS2,2002.0,Racing,0.12,0.1,0.0,0.03,0.25
6656,X360,2008.0,Action,0.12,0.1,0.0,0.03,0.25
9446,PS3,2009.0,Sports,0.12,0.0,0.0,0.01,0.13
9433,X360,2008.0,Sports,0.12,0.0,0.0,0.01,0.13
8605,XB,2004.0,Sports,0.12,0.03,0.0,0.01,0.16
4343,X360,2007.0,Racing,0.12,0.28,0.0,0.05,0.45
7393,PS,2000.0,Fighting,0.12,0.08,0.0,0.01,0.21
7376,X360,2015.0,Action,0.12,0.08,0.0,0.02,0.21
7426,PS,1997.0,Role-Playing,0.12,0.08,0.0,0.01,0.21
7427,PS,1999.0,Role-Playing,0.12,0.08,0.0,0.01,0.21
3215,PS2,2002.0,Platform,0.12,0.09,0.38,0.03,0.63
3353,PS4,2014.0,Action,0.12,0.37,0.0,0.1,0.6
1933,PS3,2012.0,Racing,0.12,0.64,0.05,0.25,1.07
5925,PS3,2011.0,Shooter,0.12,0.13,0.0,0.05,0.3
5964,X360,2009.0,Action,0.12,0.14,0.0,0.03,0.29
1866,PS2,2006.0,Misc,0.12,0.75,0.0,0.23,1.1
6801,PS2,2003.0,Sports,0.12,0.09,0.0,0.03,0.24
6799,PS2,2002.0,Misc,0.12,0.09,0.0,0.03,0.24
6780,XOne,2014.0,Racing,0.12,0.1,0.0,0.02,0.24
2547,X360,2009.0,Sports,0.12,0.58,0.03,0.08,0.81
8881,PS3,2007.0,Shooter,0.12,0.02,0.0,0.01,0.15
9023,X360,2010.0,Racing,0.12,0.02,0.0,0.01,0.14
6738,PS2,2006.0,Adventure,0.12,0.09,0.0,0.03,0.25
6540,PS2,2009.0,Sports,0.12,0.01,0.0,0.13,0.26
6579,PS3,2011.0,Action,0.12,0.08,0.02,0.04,0.26
7677,X360,2008.0,Racing,0.12,0.06,0.0,0.02,0.2
3088,PS,1998.0,Misc,0.12,0.08,0.41,0.04,0.66
6725,PS3,2010.0,Platform,0.12,0.09,0.0,0.04,0.25
6774,PS2,2006.0,Role-Playing,0.12,0.09,0.0,0.03,0.24
6772,PS2,2005.0,Adventure,0.12,0.09,0.0,0.03,0.24
6770,PS2,2008.0,Adventure,0.12,0.09,0.0,0.03,0.25
6756,PS2,2004.0,Role-Playing,0.12,0.09,0.0,0.03,0.25
6755,PS3,2008.0,Racing,0.12,0.11,0.0,0.02,0.25
7431,X360,2009.0,Action,0.12,0.05,0.02,0.02,0.21
6812,PS2,2005.0,Shooter,0.12,0.09,0.0,0.03,0.24
3292,PS3,2013.0,Action,0.12,0.11,0.34,0.05,0.61
6954,PS3,2008.0,Action,0.12,0.08,0.0,0.04,0.23
6895,PS2,2008.0,Simulation,0.12,0.09,0.0,0.03,0.24
6922,X360,2015.0,Misc,0.12,0.1,0.0,0.02,0.24
6912,XOne,2016.0,Action,0.12,0.1,0.0,0.02,0.24
6916,PS2,2004.0,Role-Playing,0.12,0.09,0.0,0.03,0.24
6914,PS2,2003.0,Misc,0.12,0.09,0.0,0.03,0.24
7190,PS,1996.0,Sports,0.12,0.08,0.0,0.01,0.22
7188,PS,1998.0,Puzzle,0.12,0.08,0.0,0.01,0.22
6953,PS2,2007.0,Racing,0.12,0.09,0.0,0.03,0.24
10050,X360,2008.0,Sports,0.11,0.0,0.0,0.01,0.11
10033,PS3,2009.0,Misc,0.11,0.0,0.0,0.01,0.11
10016,PS3,2010.0,Sports,0.11,0.0,0.0,0.01,0.11
10013,PS3,2008.0,Misc,0.11,0.0,0.0,0.01,0.11
9977,PS3,2011.0,Misc,0.11,0.0,0.0,0.01,0.12
9928,PS3,2009.0,Misc,0.11,0.0,0.0,0.01,0.12
7003,PS2,2002.0,Action,0.11,0.09,0.0,0.03,0.23
7000,PS2,2001.0,Racing,0.11,0.09,0.0,0.03,0.23
6994,PS2,2004.0,Racing,0.11,0.09,0.0,0.03,0.23
7161,PS2,2004.0,Shooter,0.11,0.09,0.0,0.03,0.22
7160,PS2,2002.0,Sports,0.11,0.09,0.0,0.03,0.22
7144,PS2,2005.0,Action,0.11,0.09,0.0,0.03,0.22
7136,PS2,2002.0,Action,0.11,0.09,0.0,0.03,0.22
7130,PS2,2003.0,Action,0.11,0.09,0.0,0.03,0.23
7128,PS2,2002.0,Sports,0.11,0.09,0.0,0.03,0.23
7123,PS2,2002.0,Sports,0.11,0.09,0.0,0.03,0.23
7174,PS2,2005.0,Racing,0.11,0.09,0.0,0.03,0.22
6443,PS2,2002.0,Misc,0.11,0.09,0.03,0.03,0.26
7118,PS2,2007.0,Misc,0.11,0.09,0.0,0.03,0.23
7116,PS2,2004.0,Adventure,0.11,0.09,0.0,0.03,0.23
7114,PS2,2003.0,Sports,0.11,0.09,0.0,0.03,0.23
7109,PS2,2006.0,Role-Playing,0.11,0.09,0.0,0.03,0.23
7101,PS2,2003.0,Sports,0.11,0.09,0.0,0.03,0.23
7100,PS2,2003.0,Shooter,0.11,0.09,0.0,0.03,0.23
7095,PS2,2008.0,Action,0.11,0.09,0.0,0.03,0.23
7242,X360,2009.0,Action,0.11,0.09,0.0,0.02,0.22
7235,PS2,2002.0,Misc,0.11,0.08,0.0,0.03,0.22
7224,X360,2014.0,Adventure,0.11,0.09,0.0,0.02,0.22
6413,PS3,2014.0,Adventure,0.11,0.11,0.0,0.05,0.27
7262,PS2,2009.0,Misc,0.11,0.01,0.0,0.1,0.22
7255,X360,2011.0,Misc,0.11,0.09,0.0,0.02,0.22
7251,PS2,2001.0,Simulation,0.11,0.08,0.0,0.03,0.22
7250,PS2,2004.0,Role-Playing,0.11,0.08,0.0,0.03,0.22
7278,PS2,2002.0,Racing,0.11,0.08,0.0,0.03,0.22
7271,PS2,2003.0,Sports,0.11,0.08,0.0,0.03,0.22
7268,PS2,2006.0,Role-Playing,0.11,0.08,0.0,0.03,0.22
7263,PS2,2001.0,Sports,0.11,0.08,0.0,0.03,0.22
6241,PS3,2013.0,Platform,0.11,0.1,0.02,0.04,0.28
6227,PS2,2009.0,Action,0.11,0.01,0.0,0.16,0.28
7306,PS2,2002.0,Adventure,0.11,0.08,0.0,0.03,0.22
7304,PS3,2010.0,Simulation,0.11,0.07,0.0,0.03,0.22
6196,PS3,2011.0,Action,0.11,0.09,0.04,0.04,0.28
7321,PS2,2004.0,Racing,0.11,0.08,0.0,0.03,0.21
7315,PS2,2001.0,Sports,0.11,0.08,0.0,0.03,0.21
6174,PS3,2013.0,Shooter,0.11,0.11,0.01,0.05,0.28
7327,PS2,2009.0,Fighting,0.11,0.08,0.0,0.03,0.21
7325,PS2,2004.0,Racing,0.11,0.08,0.0,0.03,0.21
7358,PS3,2011.0,Platform,0.11,0.07,0.0,0.03,0.21
6092,PS3,2011.0,Action,0.11,0.07,0.08,0.03,0.29
7378,PS3,2009.0,Action,0.11,0.07,0.0,0.03,0.21
5986,PS2,2009.0,Action,0.11,0.03,0.0,0.15,0.29
5979,PS3,2009.0,Action,0.11,0.08,0.07,0.03,0.29
9884,X360,2010.0,Misc,0.11,0.0,0.0,0.01,0.12
9882,PS3,2011.0,Misc,0.11,0.0,0.0,0.01,0.12
9881,X360,2010.0,Racing,0.11,0.0,0.0,0.01,0.12
9868,X360,2010.0,Sports,0.11,0.0,0.0,0.01,0.12
9866,X360,2009.0,Misc,0.11,0.0,0.0,0.01,0.12
9834,X360,2006.0,Sports,0.11,0.0,0.0,0.01,0.12
9832,X360,2011.0,Racing,0.11,0.0,0.0,0.01,0.12
3230,PS2,2006.0,Action,0.11,0.03,0.15,0.34,0.63
7462,X360,2010.0,Shooter,0.11,0.08,0.0,0.02,0.21
7489,PS,2000.0,Adventure,0.11,0.08,0.0,0.01,0.21
7465,PS3,2011.0,Action,0.11,0.07,0.0,0.03,0.21
7519,X360,2010.0,Simulation,0.11,0.08,0.0,0.02,0.2
7605,PS,1998.0,Racing,0.11,0.08,0.0,0.01,0.2
7599,PS,1997.0,Shooter,0.11,0.08,0.0,0.01,0.2
5617,PS,1999.0,Simulation,0.11,0.07,0.12,0.02,0.32
9676,X360,2008.0,Racing,0.11,0.01,0.0,0.01,0.12
9672,PS3,2006.0,Sports,0.11,0.0,0.0,0.01,0.12
9584,X360,2006.0,Action,0.11,0.01,0.0,0.01,0.13
5560,PS3,2011.0,Action,0.11,0.08,0.1,0.03,0.33
5603,PS3,2009.0,Action,0.11,0.15,0.0,0.06,0.32
7683,PS,1995.0,Puzzle,0.11,0.07,0.0,0.01,0.2
7091,PS2,2007.0,Adventure,0.11,0.09,0.0,0.03,0.23
7748,X360,2012.0,Action,0.11,0.06,0.01,0.02,0.19
7710,PS,2000.0,Action,0.11,0.07,0.0,0.01,0.2
7797,PS,1998.0,Racing,0.11,0.07,0.0,0.01,0.19
7799,PS,1996.0,Shooter,0.11,0.07,0.0,0.01,0.19
9579,PS3,2008.0,Misc,0.11,0.0,0.0,0.01,0.13
9533,X360,2006.0,Action,0.11,0.01,0.0,0.01,0.13
7842,PS,1998.0,Fighting,0.11,0.07,0.0,0.01,0.19
7829,PS,1996.0,Strategy,0.11,0.07,0.0,0.01,0.19
7083,PS2,2003.0,Racing,0.11,0.09,0.0,0.03,0.23
7073,PS2,2005.0,Action,0.11,0.09,0.0,0.03,0.23
7070,PS2,2007.0,Misc,0.11,0.09,0.0,0.03,0.23
7056,PS2,2001.0,Sports,0.11,0.09,0.0,0.03,0.23
5358,PS2,2006.0,Action,0.11,0.09,0.12,0.03,0.34
7895,PS3,2011.0,Sports,0.11,0.05,0.0,0.03,0.19
7892,PS3,2010.0,Sports,0.11,0.05,0.0,0.03,0.19
7879,PS,1996.0,Strategy,0.11,0.07,0.0,0.01,0.19
7875,XOne,2013.0,Fighting,0.11,0.07,0.0,0.02,0.19
7921,PS3,2010.0,Adventure,0.11,0.05,0.0,0.02,0.19
7920,PS2,2009.0,Action,0.11,0.0,0.0,0.08,0.19
5323,X360,2008.0,Racing,0.11,0.2,0.0,0.04,0.35
5308,PS3,2010.0,Sports,0.11,0.17,0.0,0.06,0.35
5233,PS3,2012.0,Shooter,0.11,0.17,0.0,0.07,0.36
9358,PS3,2008.0,Sports,0.11,0.01,0.0,0.01,0.13
5187,PS2,2001.0,Simulation,0.11,0.09,0.14,0.03,0.36
5155,PS3,2011.0,Action,0.11,0.19,0.0,0.07,0.37
5141,PS4,2015.0,Action,0.11,0.18,0.02,0.06,0.37
5016,PS,1994.0,Sports,0.11,0.08,0.17,0.03,0.38
781,PS3,2008.0,Sports,0.11,1.34,0.4,0.26,2.11
8135,X360,2010.0,Action,0.11,0.04,0.02,0.01,0.18
9344,X360,2007.0,Sports,0.11,0.01,0.0,0.01,0.13
3522,PS,1995.0,Role-Playing,0.11,0.08,0.35,0.04,0.57
9308,X360,2010.0,Role-Playing,0.11,0.02,0.0,0.01,0.14
9276,X360,2006.0,Racing,0.11,0.01,0.0,0.01,0.14
9269,X360,2007.0,Action,0.11,0.01,0.0,0.01,0.14
9265,PS3,2009.0,Shooter,0.11,0.02,0.0,0.01,0.14
8182,X360,2011.0,Action,0.11,0.05,0.0,0.01,0.18
8228,PS3,2009.0,Action,0.11,0.04,0.0,0.02,0.17
8210,PS3,2010.0,Misc,0.11,0.04,0.0,0.02,0.17
8235,XOne,2014.0,Misc,0.11,0.05,0.0,0.02,0.17
4749,PS2,2001.0,Simulation,0.11,0.08,0.19,0.03,0.41
3540,PS2,2005.0,Action,0.11,0.08,0.35,0.03,0.57
1530,PS3,2012.0,Sports,0.11,0.92,0.0,0.25,1.29
3561,PS,2000.0,Role-Playing,0.11,0.08,0.34,0.04,0.56
8357,X360,2010.0,Adventure,0.11,0.04,0.0,0.01,0.17
8382,X360,2009.0,Action,0.11,0.05,0.0,0.01,0.17
8435,PS3,2008.0,Shooter,0.11,0.04,0.0,0.02,0.17
8454,X360,2012.0,Action,0.11,0.02,0.02,0.01,0.17
8485,PS3,2010.0,Action,0.11,0.03,0.0,0.02,0.16
8534,X360,2011.0,Misc,0.11,0.03,0.0,0.01,0.16
8603,X360,2009.0,Adventure,0.11,0.04,0.0,0.01,0.16
8572,PS3,2009.0,Fighting,0.11,0.01,0.03,0.01,0.16
4359,PS3,2009.0,Misc,0.11,0.26,0.0,0.08,0.45
9191,XB,2002.0,Adventure,0.11,0.03,0.0,0.01,0.14
9190,XB,2005.0,Strategy,0.11,0.03,0.0,0.01,0.14
4275,PS3,2015.0,Simulation,0.11,0.28,0.0,0.07,0.46
3679,PS3,2010.0,Action,0.11,0.05,0.36,0.02,0.55
8673,XOne,2013.0,Strategy,0.11,0.04,0.0,0.01,0.16
8642,PS3,2008.0,Sports,0.11,0.03,0.0,0.02,0.16
7051,PS2,2010.0,Sports,0.11,0.09,0.0,0.03,0.23
7037,PS2,,Shooter,0.11,0.09,0.0,0.03,0.23
7020,PS2,2002.0,Sports,0.11,0.09,0.0,0.03,0.23
2802,X360,2011.0,Racing,0.11,0.51,0.01,0.09,0.73
9145,X360,2010.0,Action,0.11,0.02,0.0,0.01,0.14
9136,XB,2004.0,Platform,0.11,0.03,0.0,0.01,0.14
8681,X360,2012.0,Simulation,0.11,0.04,0.0,0.01,0.16
9096,XB,2006.0,Action,0.11,0.03,0.0,0.01,0.14
8744,X360,2009.0,Strategy,0.11,0.03,0.0,0.01,0.15
8725,X360,2005.0,Sports,0.11,0.02,0.01,0.01,0.15
9134,X360,2007.0,Simulation,0.11,0.02,0.0,0.01,0.14
9117,XB,2003.0,Platform,0.11,0.03,0.0,0.01,0.14
9104,XB,2002.0,Sports,0.11,0.03,0.0,0.01,0.14
8771,XB,2002.0,Action,0.11,0.03,0.0,0.01,0.15
8769,XB,2005.0,Strategy,0.11,0.03,0.0,0.01,0.15
8765,XB,2004.0,Racing,0.11,0.03,0.0,0.01,0.15
9093,XB,2004.0,Racing,0.11,0.03,0.0,0.01,0.14
9080,XB,2002.0,Sports,0.11,0.03,0.0,0.01,0.14
9079,XB,2005.0,Sports,0.11,0.03,0.0,0.01,0.14
9077,XB,2003.0,Action,0.11,0.03,0.0,0.01,0.14
3999,PS2,2004.0,Role-Playing,0.11,0.08,0.28,0.03,0.5
2406,PS2,2007.0,Action,0.11,0.09,0.64,0.03,0.87
8833,XB,2004.0,Shooter,0.11,0.03,0.0,0.01,0.15
8830,XB,2004.0,Fighting,0.11,0.03,0.0,0.01,0.15
8818,XB,2002.0,Shooter,0.11,0.03,0.0,0.01,0.15
8817,XB,2003.0,Sports,0.11,0.03,0.0,0.01,0.15
8849,XOne,2014.0,Misc,0.11,0.03,0.0,0.01,0.15
3989,PS,1997.0,Role-Playing,0.11,0.07,0.29,0.03,0.5
2711,PS2,2010.0,Sports,0.11,0.29,0.0,0.36,0.76
9028,PS2,2009.0,Action,0.11,0.0,0.0,0.03,0.14
8879,XB,2004.0,Shooter,0.11,0.03,0.0,0.01,0.15
8873,XB,2003.0,Racing,0.11,0.03,0.0,0.01,0.15
8872,XB,2002.0,Fighting,0.11,0.03,0.0,0.01,0.15
9005,XB,2005.0,Racing,0.11,0.03,0.0,0.01,0.14
8996,XB,2003.0,Action,0.11,0.03,0.0,0.01,0.14
8988,XB,2004.0,Fighting,0.11,0.03,0.0,0.01,0.15
6809,PS2,2006.0,Fighting,0.11,0.08,0.02,0.03,0.24
8891,XB,2004.0,Action,0.11,0.03,0.0,0.01,0.15
8882,XB,2006.0,Action,0.11,0.03,0.0,0.01,0.15
8973,XB,2001.0,Racing,0.11,0.03,0.0,0.01,0.15
8936,X360,2009.0,Sports,0.11,0.02,0.0,0.01,0.15
8931,XB,,Sports,0.11,0.03,0.0,0.01,0.15
8929,XB,2003.0,Role-Playing,0.11,0.03,0.0,0.01,0.15
8926,XB,2005.0,Platform,0.11,0.04,0.0,0.01,0.15
8920,XB,2005.0,Misc,0.11,0.03,0.0,0.01,0.15
6981,X360,2011.0,Sports,0.11,0.1,0.01,0.02,0.23
6970,PS2,,Racing,0.11,0.09,0.0,0.03,0.23
6960,PS2,2004.0,Misc,0.11,0.09,0.0,0.03,0.23
6959,PS2,2003.0,Platform,0.11,0.09,0.0,0.03,0.23
8972,X360,2010.0,Action,0.11,0.02,0.0,0.01,0.15
8959,XB,2005.0,Misc,0.11,0.03,0.0,0.01,0.15
8950,XB,2006.0,Sports,0.11,0.03,0.0,0.01,0.15
8944,XB,2004.0,Platform,0.11,0.03,0.0,0.01,0.15
7015,PS2,2003.0,Sports,0.11,0.09,0.0,0.03,0.23
10094,X360,2011.0,Misc,0.11,0.0,0.0,0.01,0.11
8728,X360,2011.0,Platform,0.1,0.04,0.0,0.01,0.15
6635,PS3,2012.0,Role-Playing,0.1,0.11,0.0,0.04,0.25
9047,X360,2006.0,Action,0.1,0.03,0.01,0.01,0.14
6945,X360,2013.0,Shooter,0.1,0.12,0.0,0.02,0.24
6950,PS4,2014.0,Adventure,0.1,0.09,0.01,0.04,0.24
6655,PS3,2012.0,Simulation,0.1,0.09,0.02,0.04,0.25
6662,PS3,2011.0,Misc,0.1,0.1,0.0,0.04,0.25
9925,X360,2008.0,Shooter,0.1,0.0,0.01,0.01,0.12
7922,PS,1995.0,Sports,0.1,0.07,0.0,0.01,0.19
9202,X360,2010.0,Action,0.1,0.03,0.0,0.01,0.14
5337,PS2,2000.0,Role-Playing,0.1,0.08,0.15,0.03,0.35
7751,PS3,2010.0,Action,0.1,0.07,0.0,0.03,0.19
7880,X360,2011.0,Action,0.1,0.06,0.01,0.02,0.19
7891,PS3,2010.0,Sports,0.1,0.06,0.0,0.03,0.19
5334,PS4,2015.0,Simulation,0.1,0.2,0.0,0.05,0.35
5501,PS4,2016.0,Role-Playing,0.1,0.18,0.0,0.05,0.33
5504,PS3,2014.0,Fighting,0.1,0.11,0.06,0.05,0.33
7802,PS3,2009.0,Shooter,0.1,0.06,0.01,0.03,0.19
5541,PS3,2013.0,Strategy,0.1,0.17,0.0,0.06,0.33
7724,PS2,2005.0,Action,0.1,0.07,0.0,0.03,0.2
6485,PS2,2007.0,Role-Playing,0.1,0.08,0.05,0.03,0.26
9299,XB,2003.0,Racing,0.1,0.03,0.0,0.0,0.14
9141,X360,2009.0,Action,0.1,0.02,0.02,0.01,0.14
8620,X360,2010.0,Sports,0.1,0.05,0.0,0.01,0.16
9170,X360,2009.0,Simulation,0.1,0.03,0.0,0.01,0.14
7727,PS2,2005.0,Racing,0.1,0.07,0.0,0.03,0.2
5426,PS2,2009.0,Misc,0.1,0.02,0.0,0.22,0.34
7834,XOne,2015.0,Simulation,0.1,0.07,0.0,0.02,0.19
9941,PS3,2008.0,Sports,0.1,0.01,0.0,0.01,0.12
7959,PS,1996.0,Platform,0.1,0.07,0.0,0.01,0.19
5275,PS3,2013.0,Action,0.1,0.18,0.0,0.07,0.35
7985,X360,2010.0,Racing,0.1,0.07,0.0,0.02,0.19
7995,PS,1997.0,Action,0.1,0.07,0.0,0.01,0.19
9784,X360,2010.0,Misc,0.1,0.01,0.0,0.01,0.12
7776,PS3,2011.0,Simulation,0.1,0.06,0.0,0.03,0.19
10046,X360,2007.0,Shooter,0.1,0.0,0.0,0.01,0.11
7664,PS2,2005.0,Action,0.1,0.08,0.0,0.03,0.2
7732,PS2,2001.0,Sports,0.1,0.07,0.0,0.02,0.2
7734,PS2,2003.0,Action,0.1,0.07,0.0,0.02,0.2
7742,PS2,2005.0,Misc,0.1,0.07,0.0,0.02,0.19
9206,XB,2005.0,Platform,0.1,0.03,0.0,0.0,0.14
9210,X360,2011.0,Adventure,0.1,0.03,0.0,0.01,0.14
9177,XB,2004.0,Fighting,0.1,0.03,0.0,0.0,0.14
9293,XB,2003.0,Sports,0.1,0.03,0.0,0.0,0.14
6538,X360,2014.0,Action,0.1,0.14,0.0,0.02,0.26
7140,PS2,2008.0,Fighting,0.1,0.0,0.0,0.12,0.22
7753,PS2,2005.0,Shooter,0.1,0.07,0.0,0.02,0.19
9985,X360,2007.0,Action,0.1,0.01,0.0,0.01,0.12
5518,PS2,2002.0,Adventure,0.1,0.08,0.12,0.03,0.33
10115,X360,2006.0,Platform,0.1,0.0,0.0,0.01,0.11
8002,X360,2012.0,Shooter,0.1,0.06,0.0,0.02,0.18
8017,PS,2000.0,Sports,0.1,0.07,0.0,0.01,0.18
9392,XB,2003.0,Action,0.1,0.03,0.0,0.0,0.13
9394,XB,,Sports,0.1,0.03,0.0,0.0,0.13
9401,XB,2004.0,Misc,0.1,0.03,0.0,0.0,0.13
9404,XB,2002.0,Action,0.1,0.03,0.0,0.0,0.13
9411,PS3,2009.0,Misc,0.1,0.01,0.0,0.01,0.13
9322,XB,2004.0,Sports,0.1,0.03,0.0,0.0,0.14
9325,XB,2003.0,Strategy,0.1,0.03,0.0,0.0,0.14
9326,XB,2002.0,Fighting,0.1,0.03,0.0,0.0,0.14
9779,X360,2008.0,Shooter,0.1,0.01,0.0,0.01,0.12
7637,PS2,2008.0,Racing,0.1,0.08,0.0,0.03,0.2
7644,PS2,2009.0,Sports,0.1,0.08,0.0,0.03,0.2
7655,PS2,2007.0,Sports,0.1,0.08,0.0,0.03,0.2
7589,PS2,2005.0,Shooter,0.1,0.08,0.0,0.03,0.2
7592,X360,2005.0,Racing,0.1,0.02,0.07,0.01,0.2
7593,PS4,2013.0,Strategy,0.1,0.08,0.0,0.03,0.2
7669,PS2,2003.0,Strategy,0.1,0.08,0.0,0.03,0.2
7680,PS2,2004.0,Misc,0.1,0.08,0.0,0.03,0.2
7260,PS3,2015.0,Misc,0.1,0.08,0.0,0.04,0.22
7313,XOne,2014.0,Role-Playing,0.1,0.1,0.0,0.02,0.22
8356,PS4,2015.0,Sports,0.1,0.04,0.0,0.03,0.17
4542,PS,1996.0,Sports,0.1,0.07,0.24,0.03,0.43
9333,XB,2003.0,Racing,0.1,0.03,0.0,0.0,0.13
9353,XB,2002.0,Action,0.1,0.03,0.0,0.0,0.13
7688,XOne,2014.0,Action,0.1,0.09,0.0,0.02,0.2
7689,PS2,2004.0,Action,0.1,0.08,0.0,0.03,0.2
7694,PS2,2002.0,Racing,0.1,0.08,0.0,0.03,0.2
7698,PS2,2005.0,Simulation,0.1,0.08,0.0,0.03,0.2
7614,PS2,2003.0,Sports,0.1,0.08,0.0,0.03,0.2
7543,PS2,2006.0,Fighting,0.1,0.08,0.0,0.03,0.2
8034,PS,2000.0,Action,0.1,0.07,0.0,0.01,0.18
8048,PS,2001.0,Action,0.1,0.07,0.0,0.01,0.18
8050,X360,2013.0,Action,0.1,0.07,0.0,0.02,0.18
6327,PS4,2015.0,Role-Playing,0.1,0.08,0.06,0.04,0.27
8234,PS4,2015.0,Adventure,0.1,0.04,0.0,0.03,0.17
1182,PS2,2009.0,Sports,0.1,0.18,0.12,1.16,1.57
4802,PS3,2014.0,Action,0.1,0.2,0.02,0.08,0.4
9421,XB,2006.0,Action,0.1,0.03,0.0,0.0,0.13
9369,XB,2004.0,Platform,0.1,0.03,0.0,0.0,0.13
9370,X360,2011.0,Fighting,0.1,0.02,0.0,0.01,0.13
8300,PS3,2010.0,Action,0.1,0.04,0.0,0.02,0.17
8253,PS,1996.0,Action,0.1,0.07,0.0,0.01,0.17
7256,PS4,2015.0,Action,0.1,0.08,0.0,0.04,0.22
3253,PS3,2014.0,Sports,0.1,0.23,0.22,0.08,0.62
9577,XB,2005.0,Action,0.1,0.03,0.0,0.0,0.13
9582,XB,2003.0,Shooter,0.1,0.03,0.0,0.0,0.13
9585,XB,2004.0,Misc,0.1,0.03,0.0,0.0,0.13
9677,PS3,2010.0,Misc,0.1,0.01,0.0,0.01,0.12
9606,X360,2011.0,Misc,0.1,0.01,0.0,0.01,0.13
7597,X360,2010.0,Shooter,0.1,0.07,0.02,0.02,0.2
7598,X360,2010.0,Misc,0.1,0.08,0.0,0.02,0.2
8189,PS,2000.0,Sports,0.1,0.07,0.0,0.01,0.18
8190,PS,2001.0,Adventure,0.1,0.07,0.0,0.01,0.18
8277,PS,2001.0,Platform,0.1,0.07,0.0,0.01,0.17
9466,XB,2005.0,Platform,0.1,0.03,0.0,0.0,0.13
9473,XOne,2015.0,Misc,0.1,0.02,0.0,0.01,0.13
250,PS2,2006.0,Sports,0.1,2.39,1.05,0.86,4.39
5690,PS2,2009.0,Misc,0.1,0.02,0.0,0.2,0.32
5663,PS4,2016.0,Platform,0.1,0.14,0.02,0.06,0.32
7602,PS2,2009.0,Misc,0.1,0.08,0.0,0.03,0.2
7607,PS3,2010.0,Action,0.1,0.04,0.04,0.02,0.2
7609,XOne,2015.0,Action,0.1,0.09,0.0,0.02,0.2
9647,X360,2009.0,Shooter,0.1,0.01,0.0,0.01,0.13
7552,PS2,2004.0,Racing,0.1,0.08,0.0,0.03,0.2
7560,PS2,2004.0,Platform,0.1,0.08,0.0,0.03,0.2
5698,PS3,2016.0,Action,0.1,0.17,0.0,0.05,0.32
5715,PS3,2014.0,Shooter,0.1,0.15,0.0,0.06,0.31
9460,XB,2001.0,Racing,0.1,0.03,0.0,0.0,0.13
7349,PS2,2004.0,Role-Playing,0.1,0.08,0.0,0.03,0.21
7353,PS2,,Fighting,0.1,0.08,0.0,0.03,0.21
7356,PS2,2002.0,Strategy,0.1,0.08,0.0,0.03,0.21
7366,PS2,2005.0,Misc,0.1,0.08,0.0,0.03,0.21
7368,PS2,2004.0,Shooter,0.1,0.08,0.0,0.03,0.21
8237,PS,1995.0,Fighting,0.1,0.07,0.0,0.01,0.17
9487,XB,2002.0,Misc,0.1,0.03,0.0,0.0,0.13
9488,XB,2006.0,Racing,0.1,0.03,0.0,0.0,0.13
9498,XB,2005.0,Simulation,0.1,0.03,0.0,0.0,0.13
9500,XB,2002.0,Action,0.1,0.03,0.0,0.0,0.13
9501,XB,2003.0,Strategy,0.1,0.03,0.0,0.0,0.13
